transaction_id,customer_id,account_id,transaction_date,transaction_type,amount,merchant_category,channel,status
125,1040,4424,2025-04-16,Withdrawal,87.76,Utilities,Online,Failed
126,584,5019,2025-01-02,Withdrawal,124.41,Healthcare,Mobile,Completed
127,2308,5224,2024-09-23,Withdrawal,16.68,Utilities,Phone,Pending
128,3869,3591,2025-06-02,Withdrawal,78.68,Travel,Online,Failed
129,2076,1015,2025-06-21,Payment,28.11,Travel,ATM,Completed
130,4526,510,2024-01-02,Payment,9.41,Entertainment,Phone,Completed
131,4329,6639,2024-09-06,Purchase,122.35,Retail,Branch,Pending
132,3293,2714,2025-02-10,Purchase,6.4,Education,Mobile,Completed
133,3828,5708,2024-09-13,Transfer,366.05,Education,Branch,Completed
134,4486,1132,2025-06-07,Payment,167.51,Education,ATM,Failed
135,2301,555,2024-08-18,Withdrawal,78.09,Entertainment,ATM,Failed
136,4968,1913,2024-03-22,Purchase,54.01,Travel,ATM,Completed
137,2072,3663,2024-04-26,Payment,26.96,Education,Branch,Completed
138,4579,2861,2025-03-07,Payment,127.13,Dining,Online,Completed
139,4699,3170,2025-07-27,Purchase,63.99,Utilities,Online,Completed
140,4474,5324,2024-10-21,Payment,242.55,Grocery,ATM,Completed
141,463,258,2025-10-09,Withdrawal,54.6,Utilities,Online,Failed
142,2628,6965,2025-12-08,Transfer,79.96,Healthcare,Mobile,Pending
143,1757,620,2024-01-26,Transfer,149.46,Retail,Online,Failed
144,1056,4447,2024-01-15,Purchase,3.73,Entertainment,Phone,Completed
145,2973,5428,2024-06-16,Withdrawal,94.69,Retail,ATM,Completed
146,1846,3987,2025-09-05,Deposit,57.93,Entertainment,ATM,Completed
147,1739,5953,2025-12-05,Payment,27.88,Transportation,ATM,Completed
148,4005,7009,2024-07-16,Withdrawal,63.07,Transportation,Mobile,Completed
149,710,5612,2024-10-06,Deposit,40.01,Utilities,Online,Completed
150,2291,5501,2024-07-14,Deposit,116.84,Retail,Phone,Completed
151,1043,3085,2024-10-01,Deposit,5.52,Healthcare,Branch,Completed
152,4690,4718,2025-08-03,Deposit,259.42,Travel,ATM,Failed
153,3894,3231,2025-05-23,Payment,121.56,Dining,ATM,Completed
154,1807,517,2025-05-08,Deposit,9.04,Entertainment,Mobile,Failed
155,67,4206,2025-05-24,Purchase,95.86,Transportation,Branch,Completed
156,2744,1468,2025-04-21,Purchase,222.9,Retail,Branch,Completed
157,4597,5789,2024-10-15,Withdrawal,89.17,Dining,Phone,Completed
158,3263,1358,2025-06-17,Withdrawal,120.13,Dining,Branch,Completed
159,1501,3168,2025-03-18,Payment,41.96,Utilities,Branch,Completed
160,1954,4117,2024-01-01,Transfer,98.32,Entertainment,Mobile,Completed
161,2395,5543,2024-08-09,Deposit,39.01,Retail,Phone,Completed
162,4675,4245,2024-01-06,Payment,76.83,Travel,Phone,Completed
163,1628,3675,2024-06-28,Purchase,108.9,Transportation,Mobile,Pending
164,3077,5529,2024-01-18,Deposit,54.08,Grocery,Branch,Completed
165,1334,7417,2025-10-04,Withdrawal,57.25,Healthcare,Mobile,Failed
166,3251,3257,2025-03-15,Purchase,76.19,Grocery,Online,Failed
167,4428,2759,2025-03-15,Purchase,18.97,Dining,ATM,Pending
168,2790,1979,2024-10-04,Purchase,39.87,Utilities,Phone,Completed
169,2799,5196,2025-01-04,Purchase,134.58,Entertainment,Online,Completed
170,803,4589,2025-10-21,Transfer,68.21,Dining,Branch,Completed
171,3421,5879,2024-08-29,Purchase,197.45,Transportation,Branch,Failed
172,2247,4839,2025-04-16,Withdrawal,61.04,Dining,Mobile,Completed
173,4189,7348,2025-06-23,Withdrawal,121.06,Dining,Mobile,Completed
174,3237,7466,2025-02-21,Purchase,64.87,Healthcare,Mobile,Completed
175,4550,6802,2024-05-30,Purchase,198.05,Healthcare,Online,Completed
176,27,3668,2025-07-25,Deposit,35.8,Travel,Mobile,Completed
177,3998,6910,2025-12-18,Withdrawal,20.77,Healthcare,ATM,Completed
178,1119,7339,2025-09-17,Purchase,174.52,Transportation,Online,Completed
179,4731,2722,2025-04-15,Payment,318.44,Grocery,Branch,Completed
180,58,2438,2024-05-23,Deposit,713.91,Dining,Online,Failed
181,697,392,2024-09-18,Transfer,53.05,Education,ATM,Failed
182,2973,3371,2025-06-23,Withdrawal,146.83,Dining,Branch,Pending
183,825,2915,2025-01-29,Withdrawal,233.48,Healthcare,Phone,Completed
184,2704,3552,2024-09-21,Transfer,49.89,Education,Mobile,Completed
185,1068,3985,2024-08-12,Purchase,153.88,Grocery,Branch,Completed
186,4770,588,2024-04-11,Transfer,20.51,Healthcare,Mobile,Completed
187,2854,3196,2025-10-29,Deposit,30.69,Grocery,Online,Completed
188,1238,4832,2025-10-10,Payment,14.32,Travel,Phone,Completed
189,3609,6516,2024-01-13,Purchase,103.27,Healthcare,Phone,Completed
190,3174,1570,2024-05-17,Purchase,36.12,Transportation,Online,Failed
191,3909,313,2025-05-21,Withdrawal,60.35,Retail,Branch,Completed
192,3926,1315,2025-03-03,Deposit,14.06,Education,Online,Pending
193,2452,5131,2024-09-23,Deposit,168.07,Education,Mobile,Completed
194,4434,3241,2025-12-21,Withdrawal,62.32,Dining,Branch,Completed
195,2684,5775,2024-11-24,Withdrawal,130.96,Retail,Mobile,Completed
196,2869,2183,2024-06-05,Payment,43.12,Entertainment,ATM,Completed
197,3007,1282,2025-01-31,Purchase,44.35,Education,Branch,Failed
198,4776,7067,2024-01-02,Payment,230.39,Travel,Mobile,Completed
199,3573,3503,2024-04-20,Payment,341.23,Transportation,Online,Completed
200,560,632,2024-04-13,Withdrawal,42.15,Utilities,Phone,Completed
201,4934,1260,2024-02-28,Purchase,36.72,Transportation,Phone,Completed
202,1825,3892,2024-12-09,Transfer,16250.9,Utilities,Branch,Pending
203,3427,4344,2024-10-05,Payment,32.65,Retail,Phone,Completed
204,3971,5757,2025-04-18,Withdrawal,254.78,Travel,Mobile,Completed
205,1309,7483,2024-10-25,Purchase,117.54,Travel,Branch,Completed
206,1207,6261,2024-07-02,Payment,114.44,Entertainment,Online,Pending
207,598,1659,2024-04-01,Withdrawal,151.98,Retail,Mobile,Failed
208,403,3103,2024-10-03,Deposit,57.95,Healthcare,Online,Completed
209,349,6240,2024-05-19,Deposit,9.26,Entertainment,Mobile,Completed
210,3469,2617,2024-06-27,Deposit,27.21,Healthcare,Branch,Completed
211,2328,3815,2025-11-20,Payment,13.4,Utilities,ATM,Completed
212,2843,6633,2025-06-08,Transfer,40.87,Travel,Mobile,Completed
213,3974,4068,2024-06-01,Deposit,319.51,Education,Mobile,Completed
214,3902,5717,2025-05-19,Purchase,8.56,Retail,Online,Failed
215,3362,6503,2025-03-31,Transfer,37.47,Education,Phone,Failed
216,3104,3067,2025-01-03,Deposit,87.63,Utilities,Mobile,Completed
217,2442,538,2025-06-30,Withdrawal,61.73,Utilities,Branch,Pending
218,4032,7115,2025-09-25,Payment,133.95,Utilities,Branch,Completed
219,1900,5153,2024-10-25,Deposit,102.34,Grocery,Branch,Completed
220,1704,2157,2025-07-14,Transfer,27.62,Entertainment,Mobile,Completed
221,452,6921,2025-07-07,Payment,16.36,Retail,Online,Completed
222,646,304,2024-09-26,Purchase,1227.93,Entertainment,Branch,Pending
223,2002,892,2024-06-06,Withdrawal,239.74,Grocery,Phone,Pending
224,3336,4111,2025-01-25,Payment,86.74,Education,Branch,Pending
225,2854,3196,2025-05-12,Payment,107.02,Travel,Branch,Completed
226,3514,3897,2024-01-18,Payment,109.87,Retail,Mobile,Failed
227,2343,4804,2024-12-13,Payment,15.62,Entertainment,Branch,Completed
228,1539,1762,2025-10-04,Withdrawal,243.02,Healthcare,Phone,Completed
229,4356,4765,2024-12-18,Deposit,24.74,Entertainment,ATM,Completed
230,2974,4040,2025-05-29,Purchase,150.23,Utilities,ATM,Failed
231,3700,5804,2024-08-29,Withdrawal,76.93,Travel,Phone,Completed
232,2182,2497,2024-10-10,Withdrawal,150.7,Healthcare,ATM,Completed
233,2873,1689,2025-01-06,Withdrawal,34.57,Grocery,Online,Completed
234,2515,7100,2024-06-30,Payment,34.97,Dining,Mobile,Completed
235,4022,1944,2025-08-12,Deposit,288.67,Dining,Branch,Completed
236,743,4490,2024-06-07,Purchase,44.12,Entertainment,Branch,Completed
237,2808,2419,2025-08-07,Payment,43.97,Entertainment,ATM,Completed
238,2013,5400,2025-02-08,Withdrawal,134.37,Entertainment,Phone,Completed
239,3542,1812,2024-01-22,Payment,39.32,Retail,Mobile,Completed
240,1218,1592,2025-09-09,Purchase,54.03,Grocery,Branch,Pending
241,388,5750,2024-11-26,Transfer,183.28,Dining,Phone,Completed
242,4617,2094,2024-09-24,Withdrawal,40.01,Entertainment,Mobile,Completed
243,1801,871,2024-07-09,Deposit,213.66,Dining,Online,Pending
244,1029,1953,2024-06-08,Purchase,33.53,Transportation,Online,Completed
245,634,6156,2025-11-29,Purchase,5.76,Education,ATM,Completed
246,1116,1771,2025-07-15,Purchase,3.75,Education,ATM,Failed
247,1956,7175,2025-09-07,Payment,49.5,Retail,Phone,Completed
248,4703,6112,2024-01-12,Transfer,14.06,Retail,Phone,Pending
249,3062,3669,2025-06-03,Withdrawal,14.25,Dining,Online,Completed
250,1558,6031,2024-11-24,Purchase,15.65,Dining,Mobile,Failed
251,1070,3757,2024-03-08,Deposit,24.15,Entertainment,Phone,Pending
252,4048,2435,2024-02-15,Purchase,220.76,Entertainment,Online,Completed
253,4204,5859,2024-11-08,Deposit,112.58,Dining,Branch,Completed
254,1016,1767,2025-09-28,Payment,60.27,Entertainment,ATM,Pending
255,2719,4139,2024-09-08,Payment,34.06,Dining,Phone,Completed
256,4271,80,2024-08-07,Transfer,88.45,Utilities,Phone,Completed
257,2670,3150,2024-04-02,Withdrawal,107.93,Utilities,Phone,Completed
258,2617,5883,2025-08-07,Transfer,93.92,Grocery,Online,Completed
259,118,7168,2024-07-05,Deposit,10.75,Grocery,Online,Pending
260,2393,2672,2025-09-14,Deposit,28.78,Transportation,ATM,Completed
261,801,3536,2024-04-23,Transfer,312.34,Utilities,Branch,Pending
262,4333,7439,2025-01-07,Withdrawal,23.99,Utilities,Online,Pending
263,3292,4529,2025-07-10,Purchase,104.64,Education,ATM,Completed
264,4419,88,2024-11-04,Deposit,515.36,Retail,Mobile,Completed
265,1811,6053,2024-11-09,Deposit,211.96,Education,Online,Completed
266,3182,2644,2025-10-06,Purchase,25.35,Transportation,Online,Completed
267,712,5641,2025-10-08,Deposit,153.73,Retail,Branch,Failed
268,3901,3146,2024-04-15,Deposit,7.96,Education,Branch,Failed
269,3626,1238,2025-08-29,Withdrawal,87.45,Entertainment,Mobile,Completed
270,1836,548,2024-06-02,Transfer,42.43,Dining,Online,Completed
271,3573,3503,2025-05-15,Payment,117.02,Grocery,Branch,Completed
272,485,2492,2025-03-28,Deposit,62.38,Retail,Branch,Completed
273,3701,6984,2024-08-17,Deposit,23.8,Entertainment,Mobile,Completed
274,1782,1757,2025-07-13,Payment,18.91,Grocery,Online,Completed
275,1433,4828,2024-01-26,Deposit,23.85,Grocery,Online,Completed
276,3042,1430,2025-04-05,Transfer,9.35,Grocery,ATM,Completed
277,4359,2155,2024-05-16,Withdrawal,269.85,Utilities,ATM,Failed
278,4643,5981,2025-04-28,Withdrawal,70.5,Travel,Mobile,Pending
279,4715,3445,2025-05-30,Withdrawal,9.72,Healthcare,Online,Completed
280,457,5198,2024-06-28,Transfer,28.12,Healthcare,Online,Pending
281,1181,1453,2025-09-28,Withdrawal,61.9,Entertainment,ATM,Failed
282,3199,6117,2025-07-30,Purchase,50.46,Education,Online,Completed
283,1672,6670,2024-03-12,Transfer,73.11,Entertainment,Phone,Pending
284,1760,1340,2025-05-30,Payment,22.76,Travel,Mobile,Completed
285,2460,893,2024-08-29,Payment,2.41,Healthcare,ATM,Failed
286,182,1869,2024-11-11,Purchase,26.93,Utilities,Online,Failed
287,3170,3339,2025-04-21,Deposit,25.53,Dining,Mobile,Completed
288,4749,3544,2025-09-09,Payment,160.64,Dining,Phone,Completed
289,446,3322,2025-12-22,Withdrawal,48.23,Transportation,Branch,Pending
290,4028,7035,2024-06-08,Transfer,140.32,Education,Mobile,Completed
291,3757,1703,2024-11-09,Withdrawal,36.28,Retail,Mobile,Pending
292,2141,5967,2024-10-28,Transfer,17.83,Entertainment,Phone,Completed
293,4768,3276,2024-12-12,Payment,69.45,Travel,Online,Completed
294,2124,7252,2024-03-13,Withdrawal,34.16,Healthcare,Online,Pending
295,396,4314,2025-06-27,Purchase,37.36,Utilities,Phone,Failed
296,2724,4177,2024-03-14,Deposit,18.95,Transportation,Phone,Completed
297,1757,6057,2025-01-28,Purchase,40.44,Transportation,Mobile,Completed
298,4644,3564,2024-05-31,Deposit,19.02,Travel,Online,Completed
299,942,285,2025-11-03,Payment,26.76,Healthcare,Mobile,Completed
300,3369,4976,2024-09-27,Payment,22.69,Entertainment,Branch,Completed
301,4750,2775,2024-01-20,Deposit,109.33,Retail,Phone,Pending
302,4281,4373,2024-04-15,Purchase,259.14,Travel,Mobile,Completed
303,2522,5746,2024-10-11,Transfer,79.49,Education,Mobile,Completed
304,8,2563,2025-06-07,Purchase,92.66,Entertainment,Mobile,Completed
305,3821,2930,2025-03-25,Withdrawal,98.73,Entertainment,Branch,Pending
306,4705,1026,2024-10-07,Withdrawal,32.21,Travel,ATM,Completed
307,2486,7434,2025-10-18,Deposit,23291.42,Entertainment,Phone,Completed
308,671,6671,2025-02-05,Withdrawal,24.78,Travel,Branch,Pending
309,751,2230,2025-07-30,Purchase,48.07,Utilities,Branch,Pending
310,2009,1391,2025-11-19,Purchase,22.94,Healthcare,Phone,Completed
311,3812,5270,2024-09-13,Deposit,244.12,Dining,ATM,Completed
312,1806,7422,2024-04-26,Transfer,237.1,Entertainment,ATM,Completed
313,1938,6665,2024-06-26,Deposit,24.3,Entertainment,Branch,Completed
314,2798,3515,2024-04-11,Payment,27.6,Utilities,Online,Completed
315,389,5356,2024-10-15,Withdrawal,53.14,Travel,Phone,Pending
316,2578,4805,2024-01-16,Withdrawal,187.64,Grocery,Online,Failed
317,4904,1856,2024-11-28,Deposit,151.47,Grocery,Phone,Completed
318,3658,2228,2024-06-12,Purchase,13.98,Education,Phone,Completed
319,4353,5647,2025-12-10,Purchase,32.86,Grocery,Phone,Completed
320,3539,2060,2025-08-28,Payment,29.36,Retail,Branch,Pending
321,584,2469,2025-08-12,Purchase,48.3,Travel,Phone,Completed
322,4339,1283,2024-01-23,Payment,305.81,Travel,Branch,Completed
323,2432,4311,2024-09-24,Payment,12.86,Travel,ATM,Completed
324,3366,2361,2024-03-09,Transfer,355.8,Retail,ATM,Completed
325,1689,642,2025-11-22,Payment,8.83,Retail,ATM,Completed
326,1305,4130,2025-07-13,Payment,13.05,Retail,Phone,Completed
327,3591,2384,2024-01-24,Deposit,14.04,Utilities,Mobile,Pending
328,1170,1035,2025-06-12,Withdrawal,23.86,Entertainment,Online,Completed
329,3163,6772,2024-12-11,Withdrawal,480.61,Travel,Branch,Completed
330,882,225,2025-02-12,Payment,54.12,Transportation,Branch,Completed
331,151,6623,2024-04-18,Payment,268.34,Travel,Online,Completed
332,310,1745,2025-11-25,Transfer,204.31,Transportation,ATM,Completed
333,4889,7400,2024-10-05,Payment,84.5,Transportation,Branch,Completed
334,4822,529,2025-12-15,Withdrawal,27.59,Retail,ATM,Completed
335,2460,5502,2025-01-18,Transfer,149.72,Retail,Phone,Completed
336,3334,3202,2024-10-24,Purchase,85.67,Travel,Mobile,Pending
337,2048,1976,2024-10-21,Deposit,33.75,Transportation,Mobile,Failed
338,2050,226,2025-10-31,Transfer,175.92,Utilities,ATM,Completed
339,795,3834,2024-08-13,Payment,80.3,Education,Online,Completed
340,2297,205,2024-04-18,Transfer,259.44,Entertainment,Branch,Completed
341,2707,6483,2025-10-02,Deposit,72.65,Entertainment,Online,Completed
342,209,610,2024-08-14,Payment,187.08,Transportation,Phone,Pending
343,1354,3627,2024-07-12,Purchase,122.26,Travel,Branch,Pending
344,1474,2820,2025-04-21,Transfer,56.13,Grocery,Branch,Completed
345,2799,2743,2025-08-10,Transfer,344.95,Healthcare,ATM,Completed
346,1854,1588,2025-07-30,Deposit,90.81,Utilities,Mobile,Completed
347,3877,5503,2025-03-12,Deposit,7.24,Grocery,Phone,Failed
348,938,5197,2025-01-03,Deposit,76.79,Education,Mobile,Completed
349,2077,7406,2024-05-19,Purchase,23.12,Education,Branch,Completed
350,3079,3974,2025-08-18,Purchase,59.68,Education,Mobile,Completed
351,1430,366,2024-09-03,Transfer,137.78,Dining,ATM,Completed
352,4843,2804,2025-01-18,Purchase,32.72,Transportation,Mobile,Completed
353,4867,3021,2025-02-14,Payment,42.8,Entertainment,Phone,Completed
354,2550,1529,2025-03-28,Purchase,297.44,Retail,ATM,Completed
355,4022,3755,2025-08-20,Withdrawal,80.82,Travel,Phone,Completed
356,4556,6290,2025-03-15,Deposit,40.99,Transportation,Online,Completed
357,1527,2981,2024-10-02,Transfer,221.62,Healthcare,Phone,Failed
358,2159,4681,2025-07-24,Deposit,62.22,Education,Phone,Completed
359,3222,2660,2024-01-03,Payment,24.97,Education,ATM,Completed
360,2108,4262,2024-03-11,Withdrawal,90.13,Entertainment,Mobile,Completed
361,3955,1789,2024-10-17,Deposit,30.63,Healthcare,Phone,Failed
362,3950,1097,2024-08-10,Deposit,36.1,Dining,ATM,Completed
363,2055,4879,2025-10-30,Withdrawal,42.09,Grocery,Phone,Completed
364,32,3118,2024-12-14,Withdrawal,363.14,Grocery,Phone,Failed
365,2425,6651,2024-08-08,Purchase,132.32,Transportation,Online,Failed
366,4525,7123,2024-03-03,Deposit,36.71,Dining,Online,Completed
367,591,7474,2024-04-17,Withdrawal,21.6,Transportation,Mobile,Completed
368,4356,4765,2024-12-04,Withdrawal,13.28,Transportation,Mobile,Completed
369,1964,2829,2025-10-14,Withdrawal,86.74,Transportation,ATM,Failed
370,742,1190,2025-01-12,Payment,7.96,Education,Branch,Failed
371,1023,2221,2025-07-18,Withdrawal,197.7,Education,Branch,Failed
372,3417,1599,2024-06-08,Deposit,157.49,Transportation,ATM,Completed
373,426,5320,2024-06-18,Withdrawal,23340.35,Education,Online,Pending
374,4847,4925,2025-12-18,Transfer,109.42,Retail,Branch,Failed
375,4673,1711,2025-07-11,Withdrawal,59.38,Retail,ATM,Completed
376,2686,2679,2024-06-02,Withdrawal,26.44,Travel,Online,Completed
377,2873,1689,2025-11-15,Purchase,25.7,Healthcare,Branch,Pending
378,3748,7062,2024-04-27,Payment,71.55,Retail,Online,Completed
379,1576,4618,2025-02-10,Deposit,725.44,Grocery,Phone,Completed
380,3724,6738,2025-09-17,Deposit,45.17,Healthcare,Online,Completed
